Species,Sequence_Type,Accession,Title,Organism,Length,Country,Geo_location,Source_info,Collection_date,Isolation_source,Strain,Authors,Journal
Tandanus tandanus,Comparison,HM006990.1,"Tandanus tandanus voucher GU_2114 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Tandanus tandanus,602,,Australia,,,,,"Page,T.J. and Hughes,J.M.","J. Fish Biol. 77 (9), 2093-2122 (2010)"
Chitala blanci,Comparison,OR053714.1,"Chitala blanci voucher 2.4 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Chitala blanci,707,,Thailand,,Jul-21,,,"Seetapan,K., Panprommin,N. and Panprommin,D.",Unpublished
Chitala blanci,Comparison,OR053713.1,"Chitala blanci voucher 2.3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Chitala blanci,707,,Thailand,,Jul-21,,,"Seetapan,K., Panprommin,N. and Panprommin,D.",Unpublished
Chitala blanci,Comparison,OR053712.1,"Chitala blanci voucher 2.2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Chitala blanci,707,,Thailand,,Jul-21,,,"Seetapan,K., Panprommin,N. and Panprommin,D.",Unpublished
Chitala chitala,Comparison,OP575579.1,"Chitala chitala voucher PUL-HMA-Fish-736 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chitala chitala,652,,"Pakistan: Punjab, Ravi, Sheikupura, Noula",,26-Sep-21,,,"Ashraf,H.M. and Shakir,H.A.","Submitted (30-SEP-2022) Institute of Zoology, University of the Punjab, lahore, Pakistan, Punjab 54000, Pakistan"
Chitala chitala,Comparison,NC_070068.1,"Chitala chitala mitochondrion, complete genome",Chitala chitala,16248,,Bangladesh,,,,,"Islam,M.N., Akter,M., Sultana,S. and Alam,M.J.",Unpublished
Chitala chitala,Comparison,ON764424.1,"Chitala chitala mitochondrion, complete genome",Chitala chitala,16248,,Bangladesh,,,,,"Islam,M.N., Akter,M., Sultana,S. and Alam,M.J.",Unpublished
Chitala hypselonotus,Comparison,PP132012.1,"Chitala hypselonotus voucher BIF6594 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chitala hypselonotus,405,,"Indonesia: Riau, Langgam",,,,,"Wibowo,A., Haryono,H., Kurniawan,K., Prakoso,V., Dahruddin,H., Lestari Surbani,I., Jaya,Y., Sudarsono,S., Rochman,F., Muslimin,B., Sukmono,T., Rourke,M., Ahnelt,H., Funge-Smith,S. and Hubert,N.","Endanger Species Res 52, 285-301 (2023)"
Chitala lopis,Comparison,PP132018.1,"Chitala lopis voucher BIF7621 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chitala lopis,632,,"Indonesia: Kalimantan Barat, Sintang, Fish market (Pasar Masuka)",,12-May-17,,,"Wibowo,A., Haryono,H., Kurniawan,K., Prakoso,V., Dahruddin,H., Lestari Surbani,I., Jaya,Y., Sudarsono,S., Rochman,F., Muslimin,B., Sukmono,T., Rourke,M., Ahnelt,H., Funge-Smith,S. and Hubert,N.","Endanger Species Res 52, 285-301 (2023)"
Chitala lopis,Comparison,PP132017.1,"Chitala lopis voucher BIF8503 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chitala lopis,632,,"Indonesia: Kalimantan Selatan, Banjarbaru, Pasar Banjarbaru",,08-Jul-17,,,"Wibowo,A., Haryono,H., Kurniawan,K., Prakoso,V., Dahruddin,H., Lestari Surbani,I., Jaya,Y., Sudarsono,S., Rochman,F., Muslimin,B., Sukmono,T., Rourke,M., Ahnelt,H., Funge-Smith,S. and Hubert,N.","Endanger Species Res 52, 285-301 (2023)"
Chitala lopis,Comparison,PP132016.1,"Chitala lopis voucher BIF7622 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chitala lopis,652,,"Indonesia: Kalimantan Barat, Sintang, Fish market (Pasar Masuka)",,12-May-17,,,"Wibowo,A., Haryono,H., Kurniawan,K., Prakoso,V., Dahruddin,H., Lestari Surbani,I., Jaya,Y., Sudarsono,S., Rochman,F., Muslimin,B., Sukmono,T., Rourke,M., Ahnelt,H., Funge-Smith,S. and Hubert,N.","Endanger Species Res 52, 285-301 (2023)"
Chitala ornata,Comparison,OR053723.1,"Chitala ornata voucher 4.83.7 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Chitala ornata,707,,Thailand,,Jul-21,,,"Seetapan,K., Panprommin,N. and Panprommin,D.",Unpublished
Chitala ornata,Comparison,OR053722.1,"Chitala ornata voucher 4.83.6 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Chitala ornata,707,,Thailand,,Jul-21,,,"Seetapan,K., Panprommin,N. and Panprommin,D.",Unpublished
Chitala ornata,Comparison,OR053721.1,"Chitala ornata voucher 4.83.5 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Chitala ornata,707,,Thailand,,Jul-21,,,"Seetapan,K., Panprommin,N. and Panprommin,D.",Unpublished
Notopterus chitala,Comparison,OP575579.1,"Chitala chitala voucher PUL-HMA-Fish-736 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chitala chitala,652,,"Pakistan: Punjab, Ravi, Sheikupura, Noula",,26-Sep-21,,,"Ashraf,H.M. and Shakir,H.A.","Submitted (30-SEP-2022) Institute of Zoology, University of the Punjab, lahore, Pakistan, Punjab 54000, Pakistan"
Notopterus chitala,Comparison,NC_070068.1,"Chitala chitala mitochondrion, complete genome",Chitala chitala,16248,,Bangladesh,,,,,"Islam,M.N., Akter,M., Sultana,S. and Alam,M.J.",Unpublished
Notopterus chitala,Comparison,ON764424.1,"Chitala chitala mitochondrion, complete genome",Chitala chitala,16248,,Bangladesh,,,,,"Islam,M.N., Akter,M., Sultana,S. and Alam,M.J.",Unpublished
Notopterus notopterus,Comparison,LC823275.1,"Notopterus notopterus MHBSFMSTU Fish 39 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Notopterus notopterus,655,,Bangladesh,,2018,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Notopterus notopterus,Comparison,PP132032.1,"Notopterus notopterus voucher BIF4366 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Notopterus notopterus,652,,"Indonesia: Sumatera Selatan, Palembang, Pasar Induk Jakabaring",,25-May-15,,,"Wibowo,A., Haryono,H., Kurniawan,K., Prakoso,V.A., Dahruddin,H., Surbani,I.L., Muslimin,B., Jaya,Y.Y.P., Sudarsono,S., Stuart,I.G., Ahnelt,H., Funge-Smith,S., Vasemaegi,A. and Hubert,N.","Glob Ecol Conserv 49, e02786 (2024)"
Notopterus notopterus,Comparison,PP132031.1,"Notopterus notopterus voucher BIF4368 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Notopterus notopterus,624,,"Indonesia: Sumatera Selatan, Palembang, Pasar Induk Jakabaring",,25-May-15,,,"Wibowo,A., Haryono,H., Kurniawan,K., Prakoso,V.A., Dahruddin,H., Surbani,I.L., Muslimin,B., Jaya,Y.Y.P., Sudarsono,S., Stuart,I.G., Ahnelt,H., Funge-Smith,S., Vasemaegi,A. and Hubert,N.","Glob Ecol Conserv 49, e02786 (2024)"
Osteoglossum bicirrhosum,Comparison,KU568947.1,"Osteoglossum bicirrhosum voucher ES12-AT031 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Osteoglossum bicirrhosum,648,,"South Africa: Western Cape, Cape Town, Tyger Valley",,24-Mar-12,,,"Van Der Walt,K.-A., Makinen,T., Weyl,O., Collins,R. and Swartz,E.",Unpublished
Osteoglossum bicirrhosum,Comparison,FJ418754.1,"Osteoglossum bicirrhosum voucher A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Osteoglossum bicirrhosum,647,,Brazil: Manaus,,Aug-08,,,"Ardura,A., Linde,A.R., Moreira,J.C. and Garcia-Vazquez,E.","Biol. Conserv. 143, 1438-1443 (2010)"
Osteoglossum bicirrhosum,Comparison,JQ667558.1,"Osteoglossum bicirrhosum voucher OM 115 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Osteoglossum bicirrhosum,652,,"India: Maharashtra, Mumbai, Dhobi Talao, Crawford Market",,03-Sep-10,,,"Khedkar,G.D., Jamdade,R.A., Hanner,R.H. and Hebert,P.D.N.",Unpublished
Osteoglossum ferreirai,Comparison,KF481951.1,"Osteoglossum ferreirai mitochondrion, partial genome",Osteoglossum ferreirai,16528,,"China: Guangzhou, Huadiwan",,,farm,,"Mu,D.X., Hu,C.Y. and Luo,R.J.",Unpublished
Scleropages formosus,Comparison,MN885518.1,"Scleropages formosus isolate AL005 mitochondrion, complete genome",Scleropages formosus,16555,,Malaysia: Aquarium Trade,,,,AL005,"Gan,H.M. and Austin,C.M.",Unpublished
Scleropages formosus,Comparison,MN885517.1,"Scleropages formosus isolate BG_1979 mitochondrion, complete genome",Scleropages formosus,16681,,Malaysia: Aquarium Trade,,,,BG_1979,"Gan,H.M. and Austin,C.M.",Unpublished
Scleropages formosus,Comparison,MN885516.1,"Scleropages formosus isolate AL002 mitochondrion, complete genome",Scleropages formosus,16681,,Malaysia: Aquarium Trade,,,,AL002,"Gan,H.M. and Austin,C.M.",Unpublished
Scleropages jardinii,Comparison,MN885499.1,"Scleropages jardinii isolate A00729 mitochondrion, complete genome",Scleropages jardinii,16437,,Australia: Mary River,,,,A00729,"Gan,H.M. and Austin,C.M.",Unpublished
Scleropages jardinii,Comparison,MN885498.1,"Scleropages jardinii isolate A04085 mitochondrion, complete genome",Scleropages jardinii,16440,,"Australia: Mitchell River, Crosbie Creek",,,,A04085,"Gan,H.M. and Austin,C.M.",Unpublished
Scleropages jardinii,Comparison,MN885497.1,"Scleropages jardinii isolate A00214 mitochondrion, complete genome",Scleropages jardinii,16436,,Australia,,,,A00214,"Gan,H.M. and Austin,C.M.",Unpublished
Belobranchus belobranchus,Comparison,KU692353.1,"Belobranchus belobranchus voucher BIF1696 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Belobranchus belobranchus,652,,"Indonesia: Jawa Barat, West Java, Kab Sukabumi, Citiis",,11-Dec-13,,,"Dahruddin,H., Hutama,A., Busson,F., Sauri,S., Hanner,R., Keith,P., Hadiaty,R. and Hubert,N.",Mol Ecol Resour (2016) In press
Belobranchus belobranchus,Comparison,KU692352.1,"Belobranchus belobranchus voucher BIF0423 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Belobranchus belobranchus,652,,"Indonesia: Jawa Barat, West Java, Kabupaten Sukabumi, Ci Haur",,24-Nov-12,,,"Dahruddin,H., Hutama,A., Busson,F., Sauri,S., Hanner,R., Keith,P., Hadiaty,R. and Hubert,N.",Mol Ecol Resour (2016) In press
Belobranchus belobranchus,Comparison,KU692351.1,"Belobranchus belobranchus voucher BIF2385 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Belobranchus belobranchus,652,,"Indonesia: Bali, West Bali, Kab Jembrana, Nbang",,15-Apr-14,,,"Dahruddin,H., Hutama,A., Busson,F., Sauri,S., Hanner,R., Keith,P., Hadiaty,R. and Hubert,N.",Mol Ecol Resour (2016) In press
Butis amboinensis,Comparison,MK777295.1,"Butis amboinensis voucher DOS04210 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Butis amboinensis,371,,,,,,,"Thu,P.T., Huang,W.C., Chou,T.K., Van Quan,N., Van Chien,P., Li,F., Shao,K.T. and Liao,T.Y.","PLoS ONE 14 (9), e0222631 (2019)"
Butis amboinensis,Comparison,MH085812.1,"Butis amboinensis isolate bw23 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Butis amboinensis,621,,,,,,bw23,"Andriyono,S., Sektiana,S.P. and Kim,H.-W.",Unpublished
Butis amboinensis,Comparison,KU692386.1,"Butis amboinensis voucher BIF3574 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Butis amboinensis,622,,"Indonesia: Jawa Tengah, Central Java, Kab Japara",,20-Nov-14,,,"Dahruddin,H., Hutama,A., Busson,F., Sauri,S., Hanner,R., Keith,P., Hadiaty,R. and Hubert,N.",Mol Ecol Resour (2016) In press
Butis butis,Comparison,OM311942.1,"Butis butis cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Butis butis,658,,"India: Kerala, Central Kerala, Chettuva",,26-Dec-20,,,"Sukumaran,M.",Unpublished
Butis butis,Comparison,MW591023.1,"Butis butis voucher BIOPH_PS293 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Butis butis,655,,"Malaysia: Pulau Pinang, Sungai Betong",,05-Jan-20,,,"Jamaluddin,J.A.F., Mohd Nor,S.A., Lavoue,S., Mohd Abu Hassan alshari,N.F., Ghazali,S.Z., Ahmad,A., Tan,A. and Leng,C.L.",Unpublished
Butis butis,Comparison,MW498539.1,"Butis butis voucher SP-159-2 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Butis butis,655,,"Malaysia: Kedah, Merbok, Pompang Batu Lintang",,17-Jul-19,,,"Zainal Abidin,D.H., Mohd Nor,S.A., Lavoue,S., A Rahim,M., Jamaludin,N.A. and Mohammed Akib,N.A.","Sci Rep 11 (1), 17800 (2021)"
Butis gymnopomus,Comparison,MG921200.1,"Butis gymnopomus voucher ME1 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Butis gymnopomus,456,,Indonesia,,20-May-17,Segara Anakan,,"Nuryanto,A., Pramono,H. and Sastranegara,M.H.",Unpublished
Butis gymnopomus,Comparison,KU692407.1,"Butis gymnopomus voucher BIF1458 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Butis gymnopomus,652,,"Indonesia: Banten, Banten, Kab Pandeglang, Cibeber",,07-Dec-13,,,"Dahruddin,H., Hutama,A., Busson,F., Sauri,S., Hanner,R., Keith,P., Hadiaty,R. and Hubert,N.",Mol Ecol Resour (2016) In press
Butis gymnopomus,Comparison,KU692406.1,"Butis gymnopomus voucher BIF2327 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Butis gymnopomus,652,,"Indonesia: Bali, West Bali, Kab Jembrana, Nbang",,15-Apr-14,,,"Dahruddin,H., Hutama,A., Busson,F., Sauri,S., Hanner,R., Keith,P., Hadiaty,R. and Hubert,N.",Mol Ecol Resour (2016) In press
Butis koilomatodon,Comparison,OQ387118.1,"Butis koilomatodon voucher RP-229 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Butis koilomatodon,655,,"Philippines: Sorsogon, Philippines, Sorsogon, purchased from Gubat Public Market. Vendor stated that fish was caught in vicinity of Casiguran, Sorsogon.",,29-May-12,,,"Bemis,K.E., Girard,M.G., Santos,M.D., Carpenter,K.E., Deeds,J.R., Pitassy,D.E., Flores,Na.L., Hunter,E.S., Driskell,A.C., Macdonald,K.S., Weigt,L.A. and Williams,J.T.",Unpublished
Butis koilomatodon,Comparison,MW498548.1,"Butis koilomatodon voucher SP-160-1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Butis koilomatodon,655,,"Malaysia: Kedah, Merbok, Pompang Batu Lintang",,17-Jul-19,,,"Zainal Abidin,D.H., Mohd Nor,S.A., Lavoue,S., A Rahim,M., Jamaludin,N.A. and Mohammed Akib,N.A.","Sci Rep 11 (1), 17800 (2021)"
Butis koilomatodon,Comparison,MW379734.1,"Butis koilomatodon voucher GDYH935 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Butis koilomatodon,625,,"China: Leizhou Bay, South China Sea",,29-Aug-17,,,"Hou,G., Chen,Y., Wang,S., Wang,J., Chen,W. and Zhang,H.",Front Mar Sci 8 (2021) In press
Eleotris acanthopoma,Comparison,MK777297.1,"Eleotris acanthopomus voucher DOS05662 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Eleotris acanthopomus,601,,,,,,,"Thu,P.T., Huang,W.C., Chou,T.K., Van Quan,N., Van Chien,P., Li,F., Shao,K.T. and Liao,T.Y.","PLoS ONE 14 (9), e0222631 (2019)"
Eleotris acanthopoma,Comparison,MN045249.1,"Eleotris acanthopomus isolate E_a_13550_Vanuatu cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Eleotris acanthopomus,585,,Vanuatu,,,,E_a_13550_Vanuatu,"Mennesson,M.I., Maeda,K. and Keith,P.",Zool. Scr. (2019) In press
Eleotris acanthopoma,Comparison,MN045248.1,"Eleotris acanthopomus isolate E_a_13553_Vanuatu cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Eleotris acanthopomus,585,,Vanuatu,,,,E_a_13553_Vanuatu,"Mennesson,M.I., Maeda,K. and Keith,P.",Zool. Scr. (2019) In press
Eleotris fusca,Comparison,OM311948.1,"Eleotris fusca cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eleotris fusca,598,,India: Kerala,,20-Jan-21,,,"Sukumaran,M.",Unpublished
Eleotris fusca,Comparison,MW379806.1,"Eleotris fusca voucher BBWZ982 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eleotris fusca,625,,"China: Tokin gulf, South China Sea",,22-Feb-14,,,"Hou,G., Chen,Y., Wang,S., Wang,J., Chen,W. and Zhang,H.",Front Mar Sci 8 (2021) In press
Eleotris fusca,Comparison,MW379805.1,"Eleotris fusca voucher BBWZ1392 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eleotris fusca,625,,"China: Tokin gulf, South China Sea",,14-Feb-14,,,"Hou,G., Chen,Y., Wang,S., Wang,J., Chen,W. and Zhang,H.",Front Mar Sci 8 (2021) In press
Eleotris melanosoma,Comparison,MW591059.1,"Eleotris melanosoma voucher BIOPH_PS-0161 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eleotris melanosoma,655,,"Malaysia: Pulau Pinang, Sungai Tukun",,10-Jul-19,,,"Jamaluddin,J.A.F., Mohd Nor,S.A., Lavoue,S., Mohd Abu Hassan alshari,N.F., Ghazali,S.Z., Ahmad,A., Tan,A. and Leng,C.L.",Unpublished
Eleotris melanosoma,Comparison,MK777309.1,"Eleotris melanosoma voucher DOS04884 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Eleotris melanosoma,533,,,,,,,"Thu,P.T., Huang,W.C., Chou,T.K., Van Quan,N., Van Chien,P., Li,F., Shao,K.T. and Liao,T.Y.","PLoS ONE 14 (9), e0222631 (2019)"
Eleotris melanosoma,Comparison,MN045260.1,"Eleotris melanosoma isolate E_m_sp2_12418_Mayotte cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Eleotris melanosoma,585,,Mayotte,,,,E_m_sp2_12418_Mayotte,"Mennesson,M.I., Maeda,K. and Keith,P.",Zool. Scr. (2019) In press
Eleotris pisonis,Comparison,OR732901.1,"Eleotris pisonis voucher 916_TOC cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eleotris pisonis,620,,"Brazil: Para, North, Cameta, Municipalitie",,08-Mar-21,,,"Lima,R.C., de Lima,S.R., Rocha,M.S., dos Anjos,H.D.B., Dantas,Y.C.A., Benites,I.D.N., da Conceicao Silva Queiroz,C., da Costa Fraga,E. and da Silva Batista,J.","J Fish Biol 104 (6), 1924-1939 (2024)"
Eleotris pisonis,Comparison,OR732900.1,"Eleotris pisonis voucher 910_TOC cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eleotris pisonis,620,,"Brazil: Para, North, Cameta, Municipalitie",,08-Mar-21,,,"Lima,R.C., de Lima,S.R., Rocha,M.S., dos Anjos,H.D.B., Dantas,Y.C.A., Benites,I.D.N., da Conceicao Silva Queiroz,C., da Costa Fraga,E. and da Silva Batista,J.","J Fish Biol 104 (6), 1924-1939 (2024)"
Eleotris pisonis,Comparison,OR732899.1,"Eleotris pisonis voucher 913_TOC cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eleotris pisonis,620,,"Brazil: Para, North, Cameta, Municipalitie",,08-Mar-21,,,"Lima,R.C., de Lima,S.R., Rocha,M.S., dos Anjos,H.D.B., Dantas,Y.C.A., Benites,I.D.N., da Conceicao Silva Queiroz,C., da Costa Fraga,E. and da Silva Batista,J.","J Fish Biol 104 (6), 1924-1939 (2024)"
Giuris margaritaceus,Comparison,MG407392.1,"Giuris margaritaceus voucher BLF-HA1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Giuris margaritaceus,652,,"Philippines: Autonomous Region in Muslim Mindanao, Lake Lanao",,27-Jun-16,,,"Labe,O.A. and Quilang,J.P.",Unpublished
Giuris margaritaceus,Comparison,MG407391.1,"Giuris margaritaceus voucher BLF-HA2 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Giuris margaritaceus,652,,"Philippines: Autonomous Region in Muslim Mindanao, Lake Lanao",,27-Jun-16,,,"Labe,O.A. and Quilang,J.P.",Unpublished
Giuris margaritaceus,Comparison,MG407390.1,"Giuris margaritaceus voucher BLF-HA3 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Giuris margaritaceus,652,,"Philippines: Autonomous Region in Muslim Mindanao, Lake Lanao",,27-Jun-16,,,"Labe,O.A. and Quilang,J.P.",Unpublished
Hypseleotris aurea,Comparison,AF391392.1,"Hypseleotris aurea isolate HYPSAUREA cytochrome c oxidase subunit I gene, partial cds; mitochondrial",Hypseleotris aurea,1551,,,,,,HYPSAUREA,"Thacker,C.E.","Mol. Phylogenet. Evol. 26 (3), 354-368 (2003)"
Hypseleotris cyprinoides,Comparison,OP292244.1,"Hypseleotris cyprinoides isolate 2017-0285B cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Hypseleotris cyprinoides,143,,Madagascar,,07-Jul-08,,2017-0285B,"Keith,P. and Mennesson,M.I.",Zool J Linn Soc (2023) In press
Hypseleotris cyprinoides,Comparison,OP292243.1,"Hypseleotris cyprinoides isolate 2014-2780D cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Hypseleotris cyprinoides,143,,Madagascar,,07-Jul-08,,2014-2780D,"Keith,P. and Mennesson,M.I.",Zool J Linn Soc (2023) In press
Hypseleotris cyprinoides,Comparison,OP292242.1,"Hypseleotris cyprinoides isolate Hyp8 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Hypseleotris cyprinoides,143,,Mayotte,,12-Nov-03,,Hyp8,"Keith,P. and Mennesson,M.I.",Zool J Linn Soc (2023) In press
Oxyeleotris marmorata,Comparison,MK628379.1,"Oxyeleotris marmorata isolate H voucher IRL090S182 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Oxyeleotris marmorata,633,,Thailand,,May-2016/Apr-2017,fish fin,H,"Panprommin,D., Soontornprasit,K., Tuncharoen,S. and Iamchuen,N.",Unpublished
Oxyeleotris marmorata,Comparison,MK049464.1,"Oxyeleotris marmorata voucher KP002105 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Oxyeleotris marmorata,636,,Thailand,,May-2012/May-2017,fish fin,A,"Panprommin,D., Soontornprasit,K., Tuncharoen,S., Pitakpol,S. and Keereelang,J.",Unpublished
Oxyeleotris marmorata,Comparison,MK049463.1,"Oxyeleotris marmorata voucher KP002104 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Oxyeleotris marmorata,636,,Thailand,,May-2012/May-2017,fish fin,A,"Panprommin,D., Soontornprasit,K., Tuncharoen,S., Pitakpol,S. and Keereelang,J.",Unpublished
Acentrogobius audax,Comparison,JX193755.1,"Acentrogobius audax cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Yongeichthys audax,654,,India,Tissue Type: muscle,,,,"Viswambharan,D., Pavan-Kumar,A., Singh,D.P., Jaiswar,A.K., Chakraborty,S.K., Nair,J.R. and Lakra,W.S.",Mitochondrial DNA (2013) In press
Acentrogobius audax,Comparison,JX193754.1,"Acentrogobius audax voucher CIFE:FRM03330 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Yongeichthys audax,654,,India,Tissue Type: muscle,,,,"Viswambharan,D., Pavan-Kumar,A., Singh,D.P., Jaiswar,A.K., Chakraborty,S.K., Nair,J.R. and Lakra,W.S.",Mitochondrial DNA (2013) In press
Acentrogobius audax,Comparison,JX193753.1,"Acentrogobius audax voucher CIFE:FRM03529 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Yongeichthys audax,654,,India,Tissue Type: muscle,,,,"Viswambharan,D., Pavan-Kumar,A., Singh,D.P., Jaiswar,A.K., Chakraborty,S.K., Nair,J.R. and Lakra,W.S.",Mitochondrial DNA (2013) In press
Acentrogobius caninus,Comparison,MW498499.1,"Acentrogobius caninus voucher SP-141-2 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acentrogobius caninus,654,,"Malaysia: Kedah, Merbok, Pompang Batu Lintang",,19-Apr-19,,,"Zainal Abidin,D.H., Mohd Nor,S.A., Lavoue,S., A Rahim,M., Jamaludin,N.A. and Mohammed Akib,N.A.","Sci Rep 11 (1), 17800 (2021)"
Acentrogobius caninus,Comparison,MK777311.1,"Acentrogobius caninus voucher DOS03695 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Acentrogobius caninus,525,,,,,,,"Thu,P.T., Huang,W.C., Chou,T.K., Van Quan,N., Van Chien,P., Li,F., Shao,K.T. and Liao,T.Y.","PLoS ONE 14 (9), e0222631 (2019)"
Acentrogobius caninus,Comparison,HQ955983.1,"Acentrogobius caninus voucher BW-A9357 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acentrogobius caninus,652,,Australia,,21-Jan-04,,,,Unpublished
Acentrogobius janthinopterus,Comparison,OQ386109.1,"Acentrogobius janthinopterus voucher PHI-415 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acentrogobius janthinopterus,615,,"Philippines: Antique, Philippines, Municipality of San Jose, San Jose Market",,19-Jun-13,,,"Bemis,K.E., Girard,M.G., Santos,M.D., Carpenter,K.E., Deeds,J.R., Pitassy,D.E., Flores,Na.L., Hunter,E.S., Driskell,A.C., Macdonald,K.S., Weigt,L.A. and Williams,J.T.",Unpublished
Acentrogobius janthinopterus,Comparison,MH721184.1,"Acentrogobius janthinopterus isolate VN_B4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Acentrogobius janthinopterus,626,,Viet Nam,,,,VN_B4,"Vu,Q.D.H., Truong,O.T., Tran,T.L. and Dang,B.T.",Unpublished
Acentrogobius janthinopterus,Comparison,KJ013030.1,"Acentrogobius janthinopterus voucher DB 13.2 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acentrogobius janthinopterus,675,,"Philippines: Luzon, Central Luzon, Manila Bay, Bulacan",,20-Oct-12,,,"Marucot,M.A.R., Alcantara,S.G. and Yambot,A.V.",Unpublished
Acentrogobius viridipunctatus,Comparison,LC823348.1,"Acentrogobius viridipunctatus MHBSFMSTU Fish 142 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Acentrogobius viridipunctatus,655,,Bangladesh,,2021,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Acentrogobius viridipunctatus,Comparison,MK777315.1,"Acentrogobius viridipunctatus voucher DOS06009 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Acentrogobius viridipunctatus,596,,,,,,,"Thu,P.T., Huang,W.C., Chou,T.K., Van Quan,N., Van Chien,P., Li,F., Shao,K.T. and Liao,T.Y.","PLoS ONE 14 (9), e0222631 (2019)"
